Filename;Pitchmean;Pitchmin;Pitchmax
Baby 4_537.4713818314366.wav;209.36302503074572;118.66042699110443;309.13568849566576;
Baby 4_70.21009376493727.wav;177.5147415047289;161.14387758161047;209.38534716845794;
Baby 4_75.07710244926915.wav;176.39604653051626;99.54588378302823;250.19639028550503;
Baby 4_93.3328966173391.wav;185.57516849930593;113.82122009432445;615.6426823361364;
Baby 5_104.18135306605845.wav;255.09524438540709;180.19937164498782;422.0015973973508;
Baby 5_105.57700379351351.wav;217.52230227027908;144.3244281421266;595.8346888154699;
Baby 5_130.5774456466338.wav;226.5114370441101;103.07061036092384;563.2382019975339;
Baby 5_157.4031068572158.wav;183.25476421512397;136.37262266222365;567.5991514856771;
Baby 5_169.8693129177112.wav;212.16433449225445;183.1766016618862;239.23424340558114;
Baby 5_172.08192734715217.wav;210.88493845335393;157.3621069380911;262.21132218103827;
Baby 5_188.7230603647254.wav;245.23034658950965;109.95319631165856;453.62132010935466;
Baby 5_193.0114402841952.wav;245.47158867781954;162.66503563322752;397.15632456081727;
Baby 5_202.56565007451687.wav;221.68620511789837;103.20739990235477;390.89205694278587;
Baby 5_208.5120212796304.wav;240.89594735079984;138.36522014820417;458.0400068744731;
Baby 5_231.4298284816723.wav;251.0456883843437;136.6470924448927;383.2607518398285;
Baby 5_236.97966194091387.wav;482.12347708369595;196.4561593829117;583.2836507838797;
Baby 5_349.8681104663433.wav;268.8091393685061;182.1311241850241;415.2145389297037;
Baby 5_450.2031223325161.wav;250.847832964715;106.73038043207774;382.7612102525422;
Baby 5_60.95494937104302.wav;349.9985126269527;160.89941383842248;459.9509052557284;
Baby 5_65.53872765319125.wav;199.95028230885288;143.53629315146952;599.5080616908347;
Baby 5_89.85002439231228.wav;329.6513403173839;223.2270882207038;619.7802041857744;
ball, Baby 1266_1081.994965918577.wav;187.60599799733498;140.07546223598558;255.45865982006245;
ball, Baby 2077_12.582301715046901.wav;233.0119416029144;116.09521602018515;578.0302544973888;
ball, Baby 2077_132.31916232186742.wav;172.5506618418299;100.46164465935804;545.8752715822138;
ball, Baby 2077_30.01383908287438.wav;197.81943846415916;117.97492624645582;578.2005546419773;
ball, Baby 2874_391.0200430191452.wav;208.0311560879713;92.19636252000994;425.08573139306316;
ball, Baby 2936_296.0815847200069.wav;254.611887986369;138.20768087325857;554.6751683671014;
ball, Baby 3214_155.2472667014158.wav;199.10247803896328;129.67612844209094;508.5560106787505;
ball, Baby 3214_461.6955604692438.wav;223.37820199007297;153.6518234777069;304.0969166285312;
ball, Baby 3214_464.7267987032388.wav;171.56032828923264;100.51800264505759;269.7586908209173;
ball, Baby 3314 at 104.602.wav;168.3406146911223;104.83251193754451;597.8193195453691;
ball, Baby 3314 at 115.838.wav;152.96100251990924;100.22447545168217;199.683818318459;
ball, Baby 4510_341.74610580792717.wav;209.68053972033763;101.85061594163504;562.1558361160121;
ball, Baby 4_16.034320085213878.wav;232.62587484420382;163.05413031612616;321.0582077286429;
ball, Baby 4_36.49519137179645.wav;206.73023820966188;151.0614800218972;331.12659403368565;
ball, Baby 4_58.10583836671947.wav;211.88617872103998;144.55520866717913;355.79406639971114;
ball, Baby 5_379.32423854994346.wav;304.86981522284293;181.6894914354815;373.6143443986159;
ball, Baby 5_65.9595859218018.wav;330.3173812424107;232.57000081502173;481.0275177785206;
block, Baby 1810_458.0540644809489.wav;174.68108630360422;154.16159163484068;189.93189219537817;
block, Baby 4784_742.9883388969735(1).wav;230.46853870327422;158.37512715648347;335.086041861311;
block, Baby 4_184.73879609345.wav;214.27462256478472;99.30257196659852;599.241456024689;
block, Baby 4_494.49767506211765.wav;185.93652570648976;140.73165657446228;325.6804248472116;
cup, Baby 1266_1103.6708312684427.wav;203.54288241588404;147.9147315824;334.0832173776738;
cup, Baby 2077_100.09849529172934.wav;253.119426551518;104.3417754553707;393.0778574371561;
cup, Baby 2077_107.85705677543913.wav;327.28752051949044;203.41319363195035;575.9516854078687;
cup, Baby 2077_442.0700898098337.wav;174.42600771065838;92.12036436951922;568.3755499970478;
cup, Baby 2077_447.12387234854714.wav;180.2447039943827;104.84863351339578;250.6427345442414;
cup, Baby 2874_545.902024470267.wav;218.73112255286009;89.49371617683772;556.3719056365655;
cup, Baby 3214_38.59791647608294.wav;196.6907275932109;120.76785149485598;351.44698760219205;
cup, Baby 3214_540.8525468070718.wav;153.26830735788934;126.66552659613085;184.5550956990171;
cup, Baby 3214_548.2954351161833.wav;162.79973568258131;100.12968319821533;565.661805217697;
cup, Baby 4510_34.38991088014878.wav;233.48954686457495;109.31979673915768;508.48119374452205;
cup, Baby 4547 at 402.557.wav;257.2043222950806;102.40049757873466;514.7387941095618;
cup, Baby 4547 at 636.615(1).wav;233.61902247678358;173.52671716661345;421.1246535950224;
cup, Baby 4_152.04239497413855.wav;197.27085131695418;153.38663034151443;235.90103667568394;
cup, Baby 4_405.8106227338113.wav;185.68767888848876;124.58432542286123;260.9273254852951;
cup, Baby 5_101.82931237904873.wav;261.15536156480243;100.66340329472445;449.63112346182254;
cup, Baby 5_126.14468943267546.wav;286.80371345791826;100.95734116414977;462.7894072861616;
flag, Baby 2874_412.1850841095442.wav;215.76506063469063;100.8769016789515;599.1278008419396;
flag, Baby 3912_15.037955853329555.wav;197.08159416190168;90.45959124307781;381.09827791052606;
flag, Baby 4784_4.515356306021673.wav;191.92364557523806;152.0546321533584;309.59821117087307;
flag, Baby 4_231.4823673670105.wav;196.9479250204928;155.17437755054135;327.68569366837835;
flag, Baby 4_71.73592085823985.wav;181.39006641497744;145.58114087412494;594.3500923768188;
globe, Baby 1266_1054.4929789006917.wav;190.89037658451647;128.80140510422459;579.3376202218943;
globe, Baby 2077_166.68622689664895.wav;186.6884049175799;163.06790093207294;385.50703252323405;
globe, Baby 2936_636.407159425541.wav;235.8151056821743;131.07612652209565;578.2752258190801;
globe, Baby 3214_666.742110864785.wav;166.7152767339909;138.5233665738352;268.8492165117352;
globe, Baby 4510_335.2411179172068.wav;199.72981651130576;154.0680602931653;371.2878385123036;
globe, Baby 4_146.74887495610417.wav;195.82504892215405;139.0577250151887;299.5426331095779;
shoe, Baby 1266_268.5571572972691.wav;273.79236639278736;146.76145696900514;450.5242560349223;
shoe, Baby 1810_467.1777833598229.wav;196.474646454296;89.77641420708458;297.0396139481973;
shoe, Baby 2077_420.39159070410506.wav;192.971457786485;100.11100706942392;598.8293194106564;
shoe, Baby 2077_478.73114244939586.wav;216.8100315803908;119.16169325258598;433.35915139461855;
shoe, Baby 2874_479.5476071115915.wav;241.58372582037228;96.95161351636051;597.1841905576772;
shoe, Baby 2936_435.60356292496397.wav;287.23142456144524;162.8467647547694;493.9983277143248;
shoe, Baby 3214_146.42957350550878.wav;168.7356777912053;115.34376845352311;195.81034978927346;
shoe, Baby 3214_766.4750928238898.wav;179.66023735251966;116.20373286384506;515.1972611615512;
shoe, Baby 4510_307.403956084694.wav;232.9636716798384;161.08028645070408;367.4092301668502;
shoe, Baby 4510_534.6349019034208.wav;282.45593258412373;113.08262829518804;593.7984756121147;
shoe, Baby 4547 at 11.741.wav;231.01422630739754;113.11605873064893;415.5950884690538;
shoe, Baby 4547 at 32.820.wav;218.67257830404142;161.21769962078426;436.6063585094226;
shoe, Baby 4_102.45853567202916.wav;203.03199307898743;103.06504019567141;282.4242926424645;
shoe, Baby 4_134.149755832785.wav;184.2252457739245;152.01748100622177;563.3461545945647;
shoe, Baby 4_79.6376286981184.wav;202.95691406358;145.612763038864;346.4712795081748;
shoe, Baby 4_82.97503226141973.wav;191.0101037092846;123.9706720786582;320.3155757305748;
sieve, Baby 2077_309.2595749953863.wav;266.73531991956816;101.3329041802854;597.6048616902968;
sieve, Baby 2874_579.8183520434693.wav;251.26470067690417;91.37724112244453;588.7586771778069;
sieve, Baby 2936_653.2693839485118.wav;202.67060136169644;99.81583626948768;554.5038071124076;
sieve, Baby 4547 at 602.277.wav;219.01212872567686;136.94909431193747;541.9650165113285;
sieve, Baby 4547 at 627.465.wav;212.33470301273707;139.94029134144847;579.5077888054681;
sieve, Baby 5_63.51105939873247.wav;216.32153579990086;166.97829159046398;479.85795268355173;
train, Baby 2077_401.6461644731435.wav;218.09024013031078;145.4286106597534;347.52234896052835;
train, Baby 2077_483.6996629498416.wav;162.02020621535274;101.57711167232411;205.70832608774373;
train, Baby 2874_615.358749152172.wav;228.8363429593921;94.45221403510882;554.3859859922959;
train, Baby 3214_391.50393768367746.wav;248.3131593049275;175.78846013811614;415.8032648291093;
train, Baby 3214_709.7436105197614.wav;169.5619628251178;100.65053327334451;294.32141396968865;
train, Baby 3214_747.4731669126435.wav;172.44964868084313;100.5777097892197;568.0336205814112;
train, Baby 4510_381.13749408600387.wav;206.2733184396372;100.1307413055097;357.8317841614505;
train, Baby 4784_699.5693795626885.wav;211.63683960300418;153.7914096055771;415.7426680034628;
train, Baby 4_269.0538859282394.wav;226.68087748027278;138.14655450334763;402.718415237016;
train, Baby 4_324.2806594621357.wav;209.46529854089235;141.38880345586898;277.4382577183005;
train, Baby 4_327.592406919837.wav;182.49987878514722;134.04649634494638;273.60941129898464;
whisk, Baby 1810_284.02024489690655.wav;207.00590755230868;100.49288241109153;484.07154497943014;
whisk, Baby 2077_57.12753441367709.wav;178.6888249555785;90.91168894136476;432.9627413622236;
whisk, Baby 2077_98.85615167809891.wav;207.01529702646354;100.09323768750836;579.675947375778;
whisk, Baby 2874_435.7926817225463.wav;254.87239992924466;194.72117967658446;489.4881519510865;
whisk, Baby 2936_506.30553451466204.wav;199.86002881029157;90.91897071463178;366.91347324173563;
whisk, Baby 3214_514.1518210676982.wav;215.08285690401613;102.08613331018498;590.3129032487393;
whisk, Baby 3314 at 214.515.wav;156.32532944247507;100.24245115715324;548.814624325887;
whisk, Baby 4_342.74093378124553.wav;214.5876245931516;144.21906192437527;357.91711414721215;
whisk, Baby 4_371.6131959736724.wav;202.64866817232135;141.06478443991588;595.142163164301;
whisk, Baby 5_139.08118150122942.wav;171.64640968961706;148.70567362472642;349.742626606579;
whisk, Baby 5_314.5604977684141.wav;246.42806302600184;137.66977978782904;342.5990576176964;
yeast, Baby 1810_129.25098395616675.wav;182.877603478768;89.1511529135318;312.60786788455806;
yeast, Baby 2077_349.7339051020574.wav;178.81685481520486;90.87372606081973;582.1835164013852;
yeast, Baby 2874_675.6670048027384.wav;228.25979455567585;99.95689089630157;602.8217662085129;
yeast, Baby 3214_620.3920087002338.wav;206.24199200198916;102.99517028202442;521.535696565579;
yeast, Baby 3214_644.8326586228219.wav;165.50101969022998;140.57133490863782;216.13484473642671;
yeast, Baby 3912_121.11405378347743.wav;175.55821873369774;140.77684505069828;256.26364494247036;
yeast, Baby 4510_190.42389050838185.wav;209.99831643951032;96.09207005351138;261.01415431699036;
yeast, Baby 5_116.95457424694321.wav;204.5341138092051;112.82806925611915;585.8032999732642;
yeast, Baby 5_347.82013131422985.wav;263.00126641881616;179.31708225969723;349.2361974239514;
